From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),WS (m/s),WD (degree),AT (degree C)
2021-08-09,13.54875,30.026666666666667,3.15,4.17,7.32,7.84,24.02125,0.8708333333333332,18.243333333333332,0.16958333333333334,6.8066666666666675,2.0866666666666664,27.472083333333334
2021-08-10,13.277391304347827,36.27708333333333,3.15,4.17,7.32,7.84,29.466250000000002,0.87875,24.526666666666667,0.3345833333333333,,,28.467916666666667
2021-08-11,,,,,,,,,,,,,
2021-08-12,,,,,,,,,,,,,
2021-08-13,,,,,,,,,,,,,
2021-08-14,,,,,,,,,,,,,
2021-08-15,,,,,,,,,,,,,
2021-08-16,,,,,,,,,,,,,
2021-08-17,8.322142857142858,21.887999999999998,3.15,4.17,7.32,7.84,23.3375,0.875,8.5175,0.0,6.64,,28.664375
2021-08-18,7.422,35.265,3.15,4.17,7.32,7.839999999999999,27.90857142857143,0.8928571428571429,10.75,0.0,5.596666666666667,1.325,26.70285714285714
2021-08-19,7.760833333333333,13.822916666666666,3.15,4.17,7.32,7.84,25.642083333333332,0.87875,5.460833333333333,0.0,5.45,0.6,26.500833333333333
2021-08-20,8.793333333333333,25.24416666666667,3.5508333333333333,4.725833333333333,8.2825,7.39875,27.22791666666667,0.8858333333333334,4.470416666666667,0.0,5.2275,1.865,26.790000000000003
2021-08-21,11.557391304347826,23.817391304347826,3.85,5.14,9.0,7.07,26.866249999999997,0.88125,5.175416666666667,0.0,,,27.57541666666667
2021-08-22,8.058333333333334,21.875833333333333,3.85,5.14,9.0,7.07,24.815833333333334,0.88125,4.876666666666666,0.0,5.353333333333333,3.806666666666667,27.739166666666666
2021-08-23,12.4275,28.915000000000003,3.85,5.14,9.0,7.07,31.750416666666666,0.89125,6.015416666666667,0.0,7.445,1.705,28.177916666666665
2021-08-24,18.83304347826087,40.74,3.85,5.14,9.0,7.07,29.0475,0.88875,8.84625,0.0,6.655,1.59,28.285833333333333
2021-08-25,19.221666666666668,41.56458333333333,3.85,5.14,9.0,7.07,31.095416666666665,0.8904166666666667,8.202916666666667,0.0,4.95,1.2866666666666668,28.606666666666666
2021-08-26,7.271428571428571,43.91153846153846,3.8500000000000005,5.14,9.0,7.069999999999999,25.669999999999998,0.8961538461538462,5.739230769230769,0.0,,0.69,26.295384615384613
2021-08-27,7.7785714285714285,15.306818181818182,3.85,5.14,9.0,7.07,21.337083333333336,0.88375,4.023333333333333,0.0,6.003333333333333,1.155,26.639166666666668
2021-08-28,11.224285714285715,21.427142857142854,3.8500000000000005,5.14,8.99095238095238,7.07,26.477142857142855,0.8928571428571429,5.208095238095238,0.0,2.25,3.38,27.24857142857143
2021-08-29,18.79,39.735,3.85,5.14,9.0,7.07,29.78,0.9550000000000001,57.489999999999995,0.0,,,30.155
2021-08-30,,,,,,,,,,,,,
2021-08-31,,,,,,,,,,,,,
2021-09-01,,,,,,,,,,,,,
2021-09-02,24.950769230769232,39.28,3.8500000000000005,5.14,9.0,7.069999999999999,32.79692307692308,0.8838461538461538,3.088461538461538,0.0,0.7209999999999999,0.6,28.87
2021-09-03,14.275,30.27541666666667,3.85,5.14,9.0,7.07,31.541666666666668,0.8779166666666667,3.2554166666666666,0.0,0.8419047619047619,1.4833333333333334,27.50791666666667
2021-09-04,18.824166666666667,34.22291666666667,3.85,5.14,9.0,7.07,25.952083333333334,0.8791666666666668,5.77875,0.0,0.1577777777777778,2.17,27.724999999999998
2021-09-05,13.145416666666668,30.234166666666667,3.85,5.14,9.0,7.07,28.805000000000003,0.8804166666666666,4.7004166666666665,0.0,0.18823529411764706,0.8933333333333332,28.469166666666666
2021-09-06,6.550869565217391,15.39,3.85,5.14,9.0,7.07,23.721666666666664,0.8704166666666667,2.2191666666666667,0.0,1.4637499999999999,0.33,28.020416666666666
2021-09-07,3.301428571428571,32.808,3.8440000000000003,5.14,9.0,7.059333333333333,20.876666666666665,0.868,1.712,0.0,0.01,0.02,26.900666666666666
2021-09-08,12.024166666666666,27.072916666666668,3.85,5.14,8.992083333333333,7.07,28.705416666666668,0.8729166666666667,2.8533333333333335,0.0,5.245,1.57,27.522499999999997
2021-09-09,13.539130434782608,24.619583333333335,3.85,5.14,9.0,7.0566666666666675,28.285833333333333,0.87125,2.7075,0.0,1.9425,0.7033333333333333,27.41625
2021-09-10,10.885714285714286,28.478095238095236,3.85,5.14,9.0,7.07,25.217916666666667,0.8695833333333334,2.2495833333333333,0.0,3.4450000000000003,1.8266666666666669,27.104583333333334
2021-09-11,,8.867272727272727,3.85,5.14,9.0,7.07,31.261666666666667,0.8745833333333333,0.88125,0.0,5.32,0.94,25.122083333333332
2021-09-12,,13.501249999999999,3.85,5.14,9.0,7.07,23.576666666666668,0.8675,0.7525,0.0,3.84,1.795,26.360416666666666
2021-09-13,,25.810555555555553,3.8499999999999996,5.14,9.0,7.07,23.28222222222222,0.8677777777777778,0.7727777777777778,0.0,2.78,0.02,25.638333333333335
2021-09-14,,6.074166666666667,3.85,5.14,9.0,7.07,21.781666666666666,0.8620833333333334,0.5225,0.0,1.8866666666666665,0.02,24.532916666666665
2021-09-15,,48.82181818181818,3.85,5.14,9.0,7.070000000000001,23.927272727272726,0.8809090909090909,0.5,0.0,,,26.39
2021-09-16,,,,,,,,,,,,,
2021-09-17,,,,,,,,,,,,,
2021-09-18,,,,,,,,,,,,,
2021-09-19,,,,,,,,,,,,,
2021-09-20,,,,,,,,,,,,,
2021-09-21,,,,,,,,,,,,,
2021-09-22,,,,,,,,,,,,,
2021-09-23,,,,,,,,,,,,,
2021-09-24,,34.1475,3.85,5.14,9.0,7.07,30.1375,0.88125,0.22375,0.0,2.42,1.235,28.06125
2021-09-25,,35.7075,3.85,5.14,9.0,7.07,27.84,0.8708333333333332,0.27999999999999997,0.0,0.9077777777777778,1.4933333333333334,27.890416666666667
2021-09-26,,18.508333333333333,3.85,5.14,9.0,7.07,22.91333333333333,0.8608333333333333,0.32166666666666666,0.0,1.7399999999999998,0.176,27.976249999999997
2021-09-27,,7.86695652173913,3.85,5.14,9.0,7.07,21.495652173913044,0.8600000000000001,0.29217391304347823,0.0,1.6628571428571426,0.965,26.842173913043478
2021-09-28,,11.347916666666668,3.85,5.14,9.0,7.07,22.917916666666667,0.8633333333333333,0.26291666666666663,0.0,0.26799999999999996,0.892,26.54958333333333
2021-09-29,,17.909333333333333,3.85,5.14,9.0,7.070000000000001,25.743333333333332,0.872,0.21466666666666667,0.0,2.4299999999999997,1.25,27.208666666666666
2021-09-30,,25.65,3.85,5.14,9.0,7.07,33.485,0.875,0.55,0.0,2.36,2.52,26.08
2021-10-01,,,3.85,5.14,9.0,7.07,28.16125,0.86375,0.27125,0.0,0.025714285714285714,0.59,25.41875
2021-10-02,,33.18090909090909,,,0.0,,33.786521739130436,0.8860869565217391,0.48652173913043484,0.0,0.5159999999999999,0.7433333333333333,26.490434782608695
2021-10-03,,40.70083333333333,,,0.0,,38.413333333333334,0.8858333333333334,0.5833333333333334,0.0,0.01,0.5,27.493750000000002
2021-10-04,,50.21666666666667,3.7133333333333334,4.935833333333333,4.227083333333334,6.805833333333333,36.393750000000004,0.8825,1.33125,0.0,0.7914285714285715,0.6925,28.107083333333335
2021-10-05,,30.096666666666668,3.85,5.14,9.0,7.07,28.7525,0.8716666666666667,0.4870833333333333,0.0,0.837,0.354,26.092083333333335
2021-10-06,,37.72416666666667,3.85,5.14,9.0,7.07,32.86083333333333,0.8775,0.29291666666666666,0.0,1.3283333333333334,0.47000000000000003,26.693749999999998
2021-10-07,,56.86166666666667,3.85,5.14,9.0,7.07,35.85166666666667,0.8866666666666667,0.14608695652173911,0.0,0.4113333333333334,1.86875,27.674166666666668
2021-10-08,,81.54125,3.85,5.14,9.0,7.07,47.32541666666666,0.8983333333333333,21.055217391304346,0.0,0.6581818181818181,0.445,27.578333333333333
2021-10-09,,51.00692307692308,3.8500000000000005,5.14,9.0,7.069999999999999,36.63153846153846,0.8707692307692307,31.285384615384615,0.0,0.6275,1.03,27.056923076923077
2021-10-10,,,,,,,,,,,,,
2021-10-11,,70.37833333333333,3.85,5.14,9.0,7.07,27.175833333333333,0.8833333333333333,50.50333333333333,0.0,,,28.330833333333334
2021-10-12,,65.55416666666666,3.85,5.14,9.0,7.07,37.842083333333335,0.8849999999999999,49.00125,0.0,4.7299999999999995,1.4,26.712500000000002
2021-10-13,,69.8175,3.85,5.14,9.0,7.07,36.27333333333333,0.8883333333333333,41.695,0.0,2.79,0.049999999999999996,26.467083333333335
2021-10-14,,53.57583333333333,3.85,5.14,9.0,7.07,33.03916666666667,0.8841666666666667,40.61875,0.0,2.8499999999999996,1.24,26.931250000000002
2021-10-15,,33.373333333333335,3.85,5.14,9.0,7.07,28.905,0.8850000000000001,31.357083333333332,0.0,3.8225,1.885,27.67625
2021-10-16,,26.83583333333333,3.85,5.14,9.0,7.07,25.518333333333334,0.8775,33.66916666666667,0.0,8.2,2.56,26.531666666666666
2021-10-17,,15.157499999999999,3.85,5.14,9.0,7.07,21.94541666666667,0.8691666666666666,25.80875,0.0,6.8100000000000005,1.525,25.959999999999997
2021-10-18,,19.228333333333335,3.8499999999999996,5.14,9.0,7.07,22.019444444444446,0.8722222222222222,21.022777777777776,0.0,2.43,2.59,25.683333333333334
2021-10-19,,,,,,,,,,,,,
2021-10-20,,42.512,3.85,5.14,9.0,7.07,28.145,0.881,36.549,0.0,,,26.041000000000004
2021-10-21,,49.64124999999999,3.85,5.14,9.0,7.07,39.41833333333333,0.8925000000000001,35.17583333333334,0.0,4.97,1.1875,24.515833333333333
2021-10-22,,65.25291666666666,3.85,5.14,9.0,7.07,43.77625,0.9004166666666666,37.05916666666666,0.0,,0.59,23.31125
2021-10-23,,55.776428571428575,3.85,5.14,9.0,7.07,43.95428571428572,0.8907142857142858,37.565,0.0,4.1899999999999995,1.16,22.009285714285713
2021-10-24,,44.69333333333333,3.85,5.14,9.0,7.07,35.663333333333334,0.9033333333333333,34.330000000000005,0.0,,,22.320000000000004
2021-10-25,,60.74058823529411,3.772,5.020666666666667,7.6782352941176475,6.917333333333334,44.92941176470588,0.9094117647058824,22.747647058823528,0.0,4.64,,22.614117647058823
2021-10-26,,56.05458333333333,3.85,5.14,9.0,7.07,37.78,0.8925000000000001,36.459583333333335,0.0,1.5074999999999998,1.0025,23.29875
2021-10-27,,51.40875,3.85,5.14,9.0,7.07,30.632499999999997,0.8858333333333334,37.9475,0.0,1.865,1.608,24.08791666666667
2021-10-28,28.07,46.33291666666667,3.9375,5.2733333333333325,9.220833333333333,7.411666666666666,24.845,0.8791666666666668,51.32875000000001,0.0,4.126666666666666,0.3125,23.65125
2021-10-29,25.586250000000003,51.35791666666666,5.95,8.34,14.300000000000002,15.270000000000001,24.062916666666666,0.88625,53.79416666666666,0.0,1.76,0.28214285714285714,24.051666666666666
2021-10-30,27.812916666666666,56.367916666666666,5.95,8.34,14.300000000000002,15.270000000000001,28.032083333333333,0.8958333333333334,41.06166666666667,0.0,5.49,0.6833333333333333,23.835416666666664
2021-10-31,25.509333333333334,51.35733333333334,5.95,8.34,14.3,15.27,32.038666666666664,0.8893333333333333,47.934,0.0,2.43,0.3266666666666667,23.392
2021-11-01,33.709999999999994,73.724375,5.95,8.34,14.3,15.269999999999998,36.292352941176475,0.9047058823529412,50.54764705882353,0.0,4.64,0.13555555555555554,24.938823529411764
2021-11-02,32.42958333333333,66.50708333333334,5.95,8.34,14.300000000000002,15.270000000000001,35.17666666666667,0.8995833333333333,40.475,0.0,5.93,0.39222222222222225,23.344583333333333
2021-11-03,37.997499999999995,79.00166666666667,5.95,8.34,14.300000000000002,15.270000000000001,30.08583333333333,0.9020833333333335,42.25541666666667,0.0,1.5133333333333334,0.3394117647058823,23.49791666666667
2021-11-04,33.87444444444444,69.9388888888889,5.95,8.34,14.300000000000002,15.270000000000001,33.44111111111111,0.9011111111111111,9.261111111111111,0.0,21.33,0.8825000000000001,19.785555555555554
2021-11-05,32.30826086956522,69.14863636363636,5.95,8.34,14.3,15.27,27.401304347826088,0.8986956521739131,53.71347826086957,0.0,3.58,0.275,22.30913043478261
2021-11-06,32.312916666666666,65.96875,5.95,8.34,14.300000000000002,15.270000000000001,28.49416666666667,0.8937499999999999,51.47291666666666,0.0,3.5,0.51,21.007916666666667
2021-11-07,31.58875,64.53125,5.95,8.34,14.300000000000002,15.270000000000001,37.535833333333336,0.90625,52.493750000000006,0.0,3.335,0.23666666666666666,20.561666666666667
2021-11-08,43.47958333333333,91.28250000000001,5.95,8.34,14.300000000000002,15.270000000000001,29.6125,0.90625,58.81375,0.0,4.25,0.06222222222222223,20.268333333333334
2021-11-09,45.590999999999994,95.65799999999999,5.95,8.34,14.3,15.27,29.408499999999997,0.9109999999999999,71.816,0.0,6.1066666666666665,0.31222222222222223,20.756
2021-11-10,37.57714285714286,77.745,5.95,8.34,14.3,15.27,24.882857142857144,0.905,74.62857142857142,0.0,5.125,0.595,23.169999999999998
2021-11-11,35.6625,73.77499999999999,5.95,8.34,14.300000000000002,15.270000000000001,35.245416666666664,0.9204166666666667,48.520833333333336,0.0,1.6480000000000001,0.33666666666666667,21.506249999999998
2021-11-12,27.956153846153846,56.73923076923077,5.950000000000001,8.34,14.3,15.27,27.50153846153846,0.9130769230769231,40.572307692307696,0.0,3.6733333333333333,0.44,25.49846153846154
2021-11-13,15.32125,28.52416666666667,5.95,8.34,14.300000000000002,15.270000000000001,21.090833333333332,0.8908333333333333,22.335416666666664,0.0,5.5875,0.4645454545454545,23.4675
2021-11-14,12.071250000000001,22.375217391304346,5.95,8.34,14.300000000000002,15.270000000000001,20.32166666666667,0.8958333333333334,18.326249999999998,0.0,6.335,0.99,22.655416666666667
2021-11-15,11.059565217391304,19.097826086956523,5.95,8.34,14.300000000000002,15.270000000000001,17.657083333333333,0.9,27.62375,0.0,4.56,1.465,22.51
2021-11-16,24.488333333333333,48.84708333333333,5.95,8.34,14.300000000000002,15.270000000000001,18.504583333333333,0.9045833333333334,40.6225,0.0,3.476,1.4866666666666666,21.131249999999998
2021-11-17,30.24083333333333,61.86833333333333,5.95,8.34,14.300000000000002,15.270000000000001,19.089583333333334,0.9075000000000001,54.517500000000005,0.0,0.27571428571428575,0.38333333333333336,21.95625
2021-11-18,35.35,72.18708333333333,5.95,8.34,14.300000000000002,15.270000000000001,23.34875,0.9120833333333334,47.61833333333333,0.0,4.64,0.17714285714285713,22.026666666666667
2021-11-19,35.32,72.56750000000001,5.95,8.34,14.300000000000002,15.270000000000001,29.453333333333333,0.9079166666666666,29.75,0.0,,0.12666666666666668,22.4425
2021-11-20,29.516000000000002,59.82533333333333,7.402,10.733333333333333,18.485333333333337,18.55933333333333,31.171333333333333,0.8986666666666667,33.970666666666666,0.0,,0.030000000000000002,23.604666666666667
2021-11-21,25.72375,58.90428571428571,13.66,18.62,32.28,29.4,33.08375,0.91625,59.72714285714286,0.0,4.64,0.12,26.42375
2021-11-22,32.69764705882353,68.72411764705882,13.66,18.62,32.28,29.4,33.138823529411766,0.9264705882352942,30.430625000000003,0.0,5.744999999999999,0.215,24.179411764705883
2021-11-23,27.68875,55.96666666666667,13.660000000000002,18.62,32.28,29.399999999999995,33.374583333333334,0.9058333333333334,30.31041666666667,0.0,3.293333333333333,0.6088888888888889,22.669583333333335
2021-11-24,38.08875,79.31458333333333,13.660000000000002,18.62,32.28,29.399999999999995,37.76416666666667,0.9179166666666667,41.30375,0.0,,0.030000000000000002,21.973333333333333
2021-11-25,41.13041666666667,85.88333333333333,13.660000000000002,18.62,32.28,29.399999999999995,35.45541666666667,0.915,47.405,0.0,,0.035,21.88875
2021-11-26,42.032916666666665,87.86125,13.660000000000002,18.62,32.28,29.399999999999995,37.43208333333333,0.92,45.49208333333333,0.0,1.57,0.3125,21.405
2021-11-27,32.71208333333333,67.17,13.660000000000002,18.62,32.28,29.399999999999995,39.28375,0.9145833333333333,41.39666666666667,0.0,4.243333333333333,1.0999999999999999,19.263333333333332
2021-11-28,28.932083333333335,58.54583333333333,13.660000000000002,18.62,32.28,29.399999999999995,30.106666666666666,0.9141666666666667,46.288333333333334,0.0,4.756666666666667,2.1733333333333333,18.465
2021-11-29,31.235416666666666,63.812083333333334,13.660000000000002,18.62,32.28,29.399999999999995,32.992916666666666,0.9225,43.910833333333336,0.0,4.353333333333333,1.835,18.11625
2021-11-30,32.7175,66.99375,13.66,18.62,32.28,29.4,32.32875,0.9187500000000001,58.79,0.0,4.05,0.3175,18.13
2021-12-01,,,,,,,,,,,,,
2021-12-02,,,,,,,,,,,,,
2021-12-03,34.17315789473684,71.59842105263158,13.660000000000002,18.62,32.28,29.400000000000002,38.88421052631579,0.9478947368421053,60.91722222222222,0.0,0.8366666666666666,0.984,20.29315789473684
2021-12-04,25.272499999999997,50.56125,13.660000000000002,18.62,32.28,29.399999999999995,27.940833333333334,0.9104166666666668,70.015,0.0,1.512,0.79,21.217916666666667
2021-12-05,13.24375,23.860416666666666,13.660000000000002,18.62,32.28,29.399999999999995,20.49625,0.9016666666666667,51.178333333333335,0.0,7.55,0.9033333333333333,20.84375
2021-12-06,14.631666666666668,27.144166666666667,13.660000000000002,18.62,32.28,29.399999999999995,21.22,0.9070833333333334,40.01,0.0,3.085,1.55,22.334166666666665
2021-12-07,25.894583333333333,52.12833333333333,13.660000000000002,18.62,32.28,29.399999999999995,22.747083333333332,0.9175,37.555,0.0,7.57,0.305,21.773749999999996
2021-12-08,25.448823529411765,50.95176470588235,13.66,18.62,32.28,29.4,20.611176470588234,0.8917647058823529,55.75294117647059,0.0,,0.45999999999999996,22.686470588235295
2021-12-09,24.688333333333333,49.336666666666666,13.660000000000002,18.62,32.28,29.399999999999995,18.62,0.9375,47.685,0.0,3.945,1.5959999999999999,21.015416666666667
2021-12-10,29.25125,59.33583333333333,13.660000000000002,18.62,32.28,29.399999999999995,25.335416666666664,0.9541666666666666,19.951249999999998,0.0,2.9133333333333336,2.22,20.374583333333334
2021-12-11,30.59375,62.49,13.660000000000002,18.62,32.28,29.399999999999995,25.655,0.9525,29.764166666666668,0.0,5.296,0.9033333333333333,20.155
2021-12-12,36.24708333333333,75.00333333333333,13.660000000000002,18.62,32.28,29.399999999999995,22.673333333333332,0.9533333333333333,48.93125,0.0,5.5425,1.1099999999999999,19.037916666666668
2021-12-13,42.78333333333333,89.34625,13.660000000000002,18.62,32.28,29.399999999999995,26.44333333333333,0.9629166666666666,48.12708333333333,0.0,5.93,0.995,18.610833333333336
2021-12-14,43.28041666666667,90.55,13.660000000000002,18.62,32.28,29.399999999999995,28.605416666666667,0.9720833333333333,40.7825,0.0,4.75,,17.9475
2021-12-15,34.749583333333334,71.63000000000001,13.660000000000002,18.62,32.28,29.399999999999995,23.028333333333336,0.96,41.321666666666665,0.0,2.07,0.51,17.464166666666667
2021-12-16,35.38458333333333,73.12875,13.660000000000002,18.62,32.28,29.399999999999995,20.0225,0.9666666666666667,37.39833333333333,0.0,2.703333333333333,2.6799999999999997,16.618333333333336
2021-12-17,39.165,81.26416666666667,13.660000000000002,18.62,32.28,29.399999999999995,23.42958333333333,0.9775,35.475833333333334,0.0,2.29,0.76,16.892500000000002
2021-12-18,39.46583333333333,81.79708333333333,13.660000000000002,18.62,32.28,29.399999999999995,25.463333333333335,0.9729166666666665,34.950833333333335,0.0,4.64,,17.830000000000002
2021-12-19,28.325,57.315,13.66,18.62,32.28,29.4,19.336,0.9559999999999998,32.652,0.0,,,13.812000000000001
2021-12-20,32.39826086956521,66.49739130434783,13.66,18.62,32.28,29.4,27.77521739130435,0.9769565217391304,41.82,0.0,5.36,1.34,13.349565217391305
2021-12-21,40.01375,83.105,13.660000000000002,18.62,32.28,29.399999999999995,25.922916666666666,0.9820833333333333,41.11875,0.0,2.025,0.5825,13.58875
2021-12-22,42.30125,88.41375,13.660000000000002,18.62,32.28,29.399999999999995,29.754583333333333,0.9895833333333334,36.03,0.0,4.8566666666666665,1.25,14.27875
2021-12-23,31.22214285714286,63.74285714285714,13.66,18.62,32.28,29.4,24.05785714285714,0.9799999999999999,43.57071428571429,0.0,4.055,0.89,13.394285714285715
2021-12-24,51.44315789473685,109.64105263157894,13.660000000000002,18.62,32.28,29.400000000000002,48.09684210526316,1.01,57.43947368421052,0.0,,0.42,17.463684210526317
2021-12-25,50.38041666666667,106.17208333333333,13.660000000000002,18.62,32.28,29.399999999999995,40.99791666666666,1.0033333333333332,33.038333333333334,0.0,6.91,1.14,17.34
2021-12-26,44.502916666666664,93.28083333333332,13.660000000000002,18.62,32.28,29.399999999999995,27.962083333333336,0.9925,33.50791666666667,0.0,,0.71,18.710416666666667
2021-12-27,45.569583333333334,95.66208333333333,13.660000000000002,18.62,32.28,29.399999999999995,29.217083333333335,0.98875,30.455833333333334,0.0,3.75,1.84,19.118750000000002
2021-12-28,34.632173913043474,75.49045454545454,13.66,18.62,32.28,29.4,20.280434782608694,0.972608695652174,33.10782608695652,0.0,3.465,1.23,19.73608695652174
2021-12-29,5.265000000000001,27.87,11.795,15.605,27.009999999999998,27.715,24.505,0.995,,0.0,,,16.689999999999998
2021-12-30,21.485999999999997,43.632999999999996,11.514166666666668,14.602500000000001,23.535,24.49,42.40333333333333,0.9908333333333333,9.859166666666667,0.0,,0.37,17.425833333333333
2021-12-31,22.902916666666666,45.42041666666666,13.660000000000002,18.62,32.28,29.399999999999995,39.2825,0.9787499999999999,26.24083333333333,0.0,0.990909090909091,1.66,17.747916666666665
2022-01-01,24.51375,49.114583333333336,13.660000000000002,18.62,32.28,29.399999999999995,32.875,0.9679166666666666,33.6775,0.0,0.8033333333333332,0.37,16.841666666666665
2022-01-02,25.921363636363637,52.04454545454546,13.659999999999998,18.62,32.28,29.4,35.84318181818182,0.9754545454545455,38.41909090909091,0.0,0.798,0.9166666666666666,16.419545454545457
2022-01-03,27.26571428571429,63.63230769230769,13.592142857142857,18.484285714285715,32.07642857142857,29.228571428571428,67.5942857142857,0.9928571428571429,41.37071428571429,0.0,0.3057142857142857,0.855,19.157142857142855
2022-01-04,35.806666666666665,75.32791666666667,13.660000000000002,18.62,32.28,29.399999999999995,44.10541666666666,0.9929166666666666,39.90625,0.0,0.9368749999999999,0.8633333333333333,16.749166666666667
2022-01-05,40.35458333333333,84.16,13.660000000000002,18.62,32.28,29.399999999999995,48.456250000000004,0.9979166666666667,31.504166666666666,0.0,0.045,,17.324166666666667
2022-01-06,45.46125,95.33875,13.660000000000002,18.62,32.28,29.399999999999995,56.974583333333335,1.0004166666666667,29.45375,0.0,0.6169230769230769,2.01,18.182916666666667
2022-01-07,37.91708333333333,78.84458333333333,12.055,16.248333333333335,28.004583333333333,25.857499999999998,45.11208333333334,0.9941666666666666,34.87833333333334,0.0,0.075,0.48,18.862083333333334
2022-01-08,46.27458333333333,97.2475,13.660000000000002,18.62,32.28,29.399999999999995,33.48791666666667,1.0,44.8425,0.0,0.5021428571428571,2.14,18.75583333333333
2022-01-09,39.51461538461539,82.22538461538463,13.66,18.62,32.28,29.4,38.466923076923074,1.0015384615384615,23.385384615384616,0.0,0.5418181818181819,0.8450000000000001,17.04692307692308
2022-01-10,27.412727272727274,71.12333333333333,13.659999999999998,18.62,32.28,29.4,29.69090909090909,1.009090909090909,16.19181818181818,0.0,5.46,1.8566666666666667,18.86909090909091
2022-01-11,21.25,41.7425,13.660000000000002,18.62,32.28,29.399999999999995,23.726249999999997,0.9879166666666667,17.58791666666667,0.0,4.534999999999999,1.555,17.082916666666666
2022-01-12,18.263333333333332,35.092083333333335,13.660000000000002,18.62,32.28,29.399999999999995,20.260833333333334,0.9824999999999999,17.037499999999998,0.0,0.03,0.48,17.45375
2022-01-13,21.129583333333333,41.581250000000004,13.660000000000002,18.62,32.28,29.399999999999995,21.847083333333334,0.98375,25.035833333333333,0.0,0.075,0.9333333333333332,18.576666666666664
2022-01-14,20.042083333333334,40.909130434782604,13.660000000000002,18.62,32.28,29.399999999999995,18.038333333333334,0.9791666666666666,30.631666666666664,0.0,0.48149999999999993,1.2466666666666668,18.252083333333335
2022-01-15,16.363043478260867,32.448181818181816,13.660000000000002,18.62,32.28,29.399999999999995,15.427916666666667,0.9775,30.481666666666666,0.0,8.03,0.8233333333333334,17.105416666666667
2022-01-16,22.0375,43.63875,13.66,18.62,32.28,29.4,17.158125,0.9768749999999999,40.710625,0.0,2.0485714285714285,3.97,17.936875
2022-01-17,31.363529411764702,65.62470588235294,13.66,18.62,32.28,29.4,22.53705882352941,0.9905882352941177,54.268235294117645,0.0,0.04,0.4,18.100588235294115
2022-01-18,32.115,65.79125,13.660000000000002,18.62,32.28,29.399999999999995,28.61375,1.0041666666666667,31.079166666666666,0.0,0.6928571428571428,0.38,15.8175
2022-01-19,36.205416666666665,74.95375,13.660000000000002,18.62,32.28,29.399999999999995,26.03,0.9975,38.90708333333333,0.0,1.8141666666666667,1.105,16.183333333333334
2022-01-20,32.152499999999996,72.37818181818182,13.660000000000002,18.62,32.28,29.399999999999995,31.64,1.0079166666666668,28.482083333333335,0.0,1.1875,0.45499999999999996,16.0125
2022-01-21,38.78875,80.41875,13.660000000000002,18.62,32.28,29.399999999999995,30.771666666666665,1.0029166666666667,36.78333333333333,0.0,0.042,0.43,17.6225
2022-01-22,30.884666666666664,63.16466666666667,13.66,18.62,32.28,29.4,30.371333333333332,1.002,41.99333333333333,0.0,2.4466666666666668,1.685,17.464
2022-01-23,26.66125,55.74375,13.610625,18.49625,32.0625,29.32,26.0075,1.009375,14.853125,0.0,1.68,1.89,18.28875
2022-01-24,31.71875,64.94875,13.660000000000002,18.458333333333332,31.995833333333334,29.017916666666665,23.399583333333336,0.9941666666666666,29.364166666666666,0.0,0.8155555555555556,,18.8275
2022-01-25,38.0925,78.87875,13.58625,18.457916666666666,31.99625,29.259583333333335,19.852083333333333,0.9874999999999999,28.71708333333333,0.0,1.1214285714285714,1.2750000000000001,18.1325
2022-01-26,44.89533333333333,93.80133333333333,13.481333333333334,18.195333333333334,31.536,28.942666666666664,19.75,1.0,31.857333333333333,0.0,1.8350000000000002,1.88,17.534
2022-01-27,30.538125,63.30875,13.66,18.62,32.28,29.4,21.25875,0.995625,55.5925,0.0,0.01,,16.950625
2022-01-28,31.227500000000003,63.79,13.660000000000002,18.62,32.28,29.399999999999995,20.951666666666668,0.9975,36.20791666666667,0.0,2.282857142857143,0.666,14.115416666666667
2022-01-29,32.385,66.285,13.660000000000002,18.62,32.28,29.399999999999995,23.095,1.0004166666666667,38.233333333333334,0.0,1.23625,0.91,14.763333333333334
2022-01-30,38.574999999999996,80.38857142857144,13.66,18.62,32.28,29.4,25.784285714285716,1.01,24.314285714285713,0.0,2.1,1.625,13.499285714285715
2022-01-31,40.336666666666666,84.37444444444445,13.66,18.62,32.28,29.399999999999995,28.924444444444443,1.0311111111111113,49.94764705882353,0.0,0.6449999999999999,1.59,18.95111111111111
2022-02-01,36.15208333333333,74.68875,13.660000000000002,18.62,32.28,29.399999999999995,22.251666666666665,1.01875,36.89208333333333,0.0,0.4991666666666667,0.776,18.078333333333333
2022-02-02,38.38458333333333,79.91958333333334,13.660000000000002,18.62,32.28,29.399999999999995,26.18375,1.0216666666666667,34.82208333333333,0.0,1.6849999999999998,0.475,18.2375
2022-02-03,39.888749999999995,83.16291666666666,13.660000000000002,18.62,32.28,29.399999999999995,22.73375,1.0154166666666666,34.038333333333334,0.0,0.3558333333333334,1.41,19.2775
2022-02-04,20.649166666666666,40.43125,13.660000000000002,18.62,32.28,29.399999999999995,19.491666666666667,0.9899999999999999,40.000416666666666,0.0,0.337,0.44333333333333336,18.841666666666665
